PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
5239DanD WaltersWaltersC5239???,273,17,41,1,0,0.234,0.05862069,0.14137931,0.003448276,1,Sheet1
5239JackJ ScottScottP5239???,680,39,76,1,2,0.275,0.054242003,0.105702364,0.004172462,0.333333333,Sheet1
5239BabeB PinelliPinelli3B5239???,2617,182,162,71,80,0.276,0.065023223,0.057877814,0.053947839,0.470198675,Sheet1
5239JohnnyJ WatwoodWatwoodOF5239???,1423,154,103,27,17,0.283,0.097653773,0.065313887,0.027901078,0.613636364,Sheet1
5239JoseJ LeonLeon3B5239???,209,8,57,1,0,0.225,0.036866359,0.262672811,0.004608295,1,Sheet1
5239DanD SchatzederSchatzederP5239???,242,18,68,1,0,0.24,0.069230769,0.261538462,0.003846154,1,Sheet1
5239BobbyB RoseRose2B5239???,200,15,33,1,1,0.245,0.069767442,0.153488372,0.009302326,0.5,Sheet1
5239JesseJ GarciaGarcia2B5239???,273,8,48,7,6,0.216,0.028469751,0.170818505,0.046263345,0.538461538,Sheet1
5239BillB SorrellSorrell3B5239???,165,15,16,1,0,0.267,0.083333333,0.088888889,0.005555556,1,Sheet1
5239TomT NietoNietoC5239???,619,55,135,0,3,0.205,0.081602374,0.200296736,0.004451039,0,Sheet1
5239AlanA WigginsWiggins2B5239???,2247,235,193,242,68,0.259,0.094681708,0.077759871,0.124899275,0.780645161,Sheet1
5239MikeM DarrDarrRF5239???,542,67,135,17,4,0.273,0.11001642,0.221674877,0.034482759,0.80952381,Sheet1
5239CarlC ScheibScheibP5239???,468,21,59,1,0,0.25,0.042944785,0.120654397,0.00204499,1,Sheet1
5239RayR SadeckiSadeckiP5239???,789,27,161,0,1,0.191,0.033088235,0.197303922,0.00122549,0,Sheet1
5239MikeM SadekSadekC5239???,813,108,97,6,1,0.226,0.117263844,0.105320304,0.007600434,0.857142857,Sheet1
5239RalphR WinegarnerWinegarnerP5239???,185,15,43,1,1,0.276,0.075,0.215,0.01,0.5,Sheet1
5239KevinK RomineRomineRF5239???,630,49,124,11,2,0.251,0.072164948,0.182621502,0.019145803,0.846153846,Sheet1
5239AngelA PenaPenaC5239???,187,13,47,0,1,0.209,0.065,0.235,0.005,0,Sheet1
5239JeffJ McKnightMcKnight1B5239???,404,28,76,1,1,0.233,0.064814815,0.175925926,0.00462963,0.5,Sheet1
5239OttoO MillerMillerC5239???,2836,104,301,40,6,0.245,0.03537415,0.102380952,0.015646259,0.869565217,Sheet1
5239KenK SilvestriSilvestriC5239???,203,31,41,0,1,0.217,0.132478632,0.175213675,0.004273504,0,Sheet1
5239DennyD NeagleNeagleP5239???,531,19,155,0,1,0.164,0.034545455,0.281818182,0.001818182,0,Sheet1
5239HubH WalkerWalkerOF5239???,779,104,89,26,1,0.263,0.117780294,0.100792752,0.030577576,0.962962963,Sheet1
5239LouieL MeadowsMeadowsLF5239???,127,10,28,6,4,0.173,0.072992701,0.204379562,0.072992701,0.6,Sheet1
5239ScotS ThompsonThompsonRF5239???,1273,97,141,17,13,0.262,0.07080292,0.102919708,0.02189781,0.566666667,Sheet1
5239KenK SuarezSuarezC5239???,661,99,97,5,3,0.227,0.130263158,0.127631579,0.010526316,0.625,Sheet1
5239LeeL MeadowsMeadowsP5239???,1117,34,272,0,1,0.18,0.029539531,0.236316247,0.00086881,0,Sheet1
5239RandyR WolfWolfP5239???,694,32,231,2,1,0.184,0.044077135,0.318181818,0.004132231,0.666666667,Sheet1
5239MervM SheaSheaC5239???,1197,189,145,8,4,0.22,0.136363636,0.104617605,0.008658009,0.666666667,Sheet1
5568HerbH PlewsPlews2B5568???,1017,74,133,3,9,0.262,0.067827681,0.121906508,0.010999083,0.25,Sheet1
5568RubeR WalbergWalbergP5568???,905,48,179,2,1,0.179,0.050367261,0.187827912,0.003147954,0.666666667,Sheet1
5568DonellD NixonNixonCF5568???,396,35,77,47,18,0.275,0.081206497,0.178654292,0.150812065,0.723076923,Sheet1
5568PeteP StanicekStanicekOF5568???,374,36,64,20,7,0.243,0.087804878,0.156097561,0.065853659,0.740740741,Sheet1
5568AndyA StankiewiczStankiewicz2B5568???,844,80,141,17,9,0.241,0.086580087,0.152597403,0.028138528,0.653846154,Sheet1
5568OssieO VittVitt3B5568???,3760,455,131,114,32,0.238,0.107947805,0.031079478,0.034638197,0.780821918,Sheet1
5568StanS RojekRojekSS5568???,1764,152,100,32,3,0.266,0.079331942,0.052192067,0.018267223,0.914285714,Sheet1
5568RichR MurrayMurray1B5568???,204,11,51,2,1,0.216,0.051162791,0.237209302,0.013953488,0.666666667,Sheet1
5568JohnJ RabbRabbC5568???,204,19,53,2,1,0.225,0.085201794,0.237668161,0.013452915,0.666666667,Sheet1
5568KevinK PolcovichPolcovichSS5568???,457,36,78,6,5,0.234,0.073022312,0.15821501,0.022312373,0.545454545,Sheet1
5568RobR NelsonNelson1B5568???,152,24,66,1,3,0.178,0.136363636,0.375,0.022727273,0.25,Sheet1
5568WallyW ShanerShanerOF5568???,629,43,54,13,4,0.278,0.063988095,0.080357143,0.025297619,0.764705882,Sheet1
5568KenK RaffensbergerRaffensbergerP5568???,688,20,280,0,1,0.141,0.028248588,0.395480226,0.001412429,0,Sheet1
5568AlA UnserUnserC5568???,338,32,43,0,1,0.251,0.086486486,0.116216216,0.002702703,0,Sheet1
5568PatP ScanlonScanlon3B5568???,219,31,51,0,1,0.187,0.124,0.204,0.004,0,Sheet1
5568JohnJ OrtonOrtonC5568???,401,31,121,2,5,0.2,0.071759259,0.280092593,0.016203704,0.285714286,Sheet1
5568ChuckC StevensStevens1B5568???,732,88,89,6,8,0.251,0.107317073,0.108536585,0.017073171,0.428571429,Sheet1
5568WoodyW WilliamsWilliamsP5568???,540,17,183,1,1,0.194,0.030520646,0.328545781,0.003590664,0.5,Sheet1
5568RobR NatalNatalC5568???,289,30,68,2,1,0.197,0.094043887,0.213166144,0.009404389,0.666666667,Sheet1
5568BubbaB CrosbyCrosbyCF5568???,250,10,51,9,2,0.216,0.038461538,0.196153846,0.042307692,0.818181818,Sheet1
5568BoB HartHart2B5568???,309,13,67,3,1,0.272,0.040372671,0.208074534,0.01242236,0.75,Sheet1
5568ChrisC TurnerTurnerC5568???,379,36,89,5,2,0.237,0.086746988,0.214457831,0.01686747,0.714285714,Sheet1
5568BobB TurleyTurleyP5568???,547,31,191,1,1,0.126,0.053633218,0.330449827,0.003460208,0.5,Sheet1
5568BobB RamazzottiRamazzotti2B5568???,851,45,107,15,1,0.23,0.050223214,0.119419643,0.017857143,0.9375,Sheet1
5568ClydeC WrightWrightP5568???,378,15,120,0,1,0.183,0.038167939,0.305343511,0.002544529,0,Sheet1
5568BernieB WilliamsWilliamsOF5568???,172,21,53,2,2,0.192,0.10880829,0.274611399,0.020725389,0.5,Sheet1
5568HerveyH McClellanMcClellanSS5568???,1162,68,103,23,16,0.221,0.055284553,0.083739837,0.031707317,0.58974359,Sheet1
5568HerbH PennockPennockP5568???,1214,94,172,1,0,0.191,0.071865443,0.131498471,0.000764526,1,Sheet1
5568DonD SavageSavage3B5568???,297,23,55,2,1,0.256,0.071875,0.171875,0.009375,0.666666667,Sheet1
5568EddieE MurphyMurphyRF5568???,2373,294,145,111,50,0.287,0.11023622,0.054368204,0.060367454,0.689440994,Sheet1
5568CharlesC TolsonTolson1B5568???,275,26,39,1,0,0.284,0.086378738,0.129568106,0.003322259,1,Sheet1
5568TonyT PenaPenaSS5568???,829,20,150,8,7,0.228,0.023557126,0.176678445,0.017667845,0.533333333,Sheet1
5568RayR MorganMorgan2B5568???,2480,320,184,87,22,0.254,0.114285714,0.065714286,0.038928571,0.798165138,Sheet1
5568MorrieM RathRath2B5568???,2048,258,70,82,11,0.254,0.111882047,0.030355594,0.040329575,0.88172043,Sheet1
5568JimmyJ RingRingP5568???,817,17,288,2,1,0.147,0.020383693,0.345323741,0.003597122,0.666666667,Sheet1
5568JimJ MerrittMerrittP5568???,397,28,178,0,1,0.141,0.065882353,0.418823529,0.002352941,0,Sheet1
5568MickeyM O'NeilO'NeilC5568???,1995,139,127,18,13,0.238,0.065135895,0.059512652,0.01452671,0.580645161,Sheet1
5568JimmyJ MooreMooreLF5568???,232,19,20,1,2,0.254,0.075697211,0.079681275,0.011952191,0.333333333,Sheet1
5568HarryH RicondaRiconda3B5568???,765,61,91,13,6,0.247,0.073849879,0.110169492,0.023002421,0.684210526,Sheet1
5568MikeM RabeloRabeloC5568???,278,14,67,0,1,0.234,0.047945205,0.229452055,0.003424658,0,Sheet1
5568MikeM RichardtRichardt2B5568???,580,27,62,11,3,0.226,0.044481054,0.10214168,0.02306425,0.785714286,Sheet1
5568EarlE WhitehillWhitehillP5568???,1291,97,216,3,0,0.204,0.069884726,0.155619597,0.002161383,1,Sheet1
5568FredF ThomasThomas3B5568???,859,84,90,24,5,0.225,0.089077413,0.095440085,0.030752916,0.827586207,Sheet1
5568JohnnyJ O'BrienO'Brien2B5568???,815,59,82,2,2,0.25,0.067505721,0.09382151,0.004576659,0.5,Sheet1
5568KipK WellsWellsP5568???,331,4,143,1,0,0.19,0.011940299,0.426865672,0.002985075,1,Sheet1
5568SamS MejiasMejiasRF5568???,348,16,51,8,2,0.247,0.043956044,0.14010989,0.027472527,0.8,Sheet1
5568JerryJ TerrellTerrell3B5568???,1626,76,160,50,23,0.253,0.044653349,0.094007051,0.042890717,0.684931507,Sheet1
5568RalphR YoungYoung2B5568???,3643,495,235,92,59,0.247,0.119623006,0.05679072,0.036491058,0.609271523,Sheet1
5568JeffJ SalazarSalazarRF5568???,298,44,83,5,2,0.232,0.128654971,0.242690058,0.020467836,0.714285714,Sheet1
5568RonnR ReynoldsReynoldsC5568???,356,18,96,0,1,0.188,0.048128342,0.256684492,0.002673797,0,Sheet1
5568RoyR MooreMooreP5568???,155,10,33,0,1,0.239,0.060606061,0.2,0.006060606,0,Sheet1
5568RickR ReuschelReuschelP5568???,1115,46,317,3,5,0.168,0.039621016,0.273040482,0.006890612,0.375,Sheet1
5568AndersonA HernandezHernandez2B5568???,643,55,107,10,6,0.241,0.078796562,0.153295129,0.022922636,0.625,Sheet1
5568DonD TaussigTaussigOF5568???,263,21,53,2,2,0.262,0.073943662,0.186619718,0.014084507,0.5,Sheet1
5568TommyT SmithSmithOF5568???,271,11,24,9,1,0.232,0.039007092,0.085106383,0.035460993,0.9,Sheet1
5568RickR RenteriaRenteria2B5568???,422,25,49,2,6,0.237,0.055928412,0.109619687,0.017897092,0.25,Sheet1
5568BennieB TateTateC5568???,1560,118,51,5,15,0.279,0.070321812,0.030393325,0.011918951,0.25,Sheet1
5568LarryL WhisentonWhisentonOF5568???,205,29,42,3,2,0.234,0.123931624,0.179487179,0.021367521,0.6,Sheet1
5568JohnJ TamargoTamargoC5568???,244,34,27,1,1,0.242,0.122302158,0.097122302,0.007194245,0.5,Sheet1
5568FredF TalbotTalbotP5568???,241,24,90,1,0,0.174,0.090566038,0.339622642,0.003773585,1,Sheet1
5568DougD TaittTaittOF5568???,824,58,64,13,7,0.263,0.065759637,0.072562358,0.022675737,0.65,Sheet1
5568RickR SutcliffeSutcliffeP5568???,562,34,143,4,0,0.181,0.05704698,0.239932886,0.006711409,1,Sheet1
5568ShaneS MonahanMonahanOF5568???,226,8,59,1,2,0.235,0.034188034,0.252136752,0.012820513,0.333333333,Sheet1
5568AlA MilnarMilnarP5568???,390,15,107,1,0,0.203,0.037037037,0.264197531,0.002469136,1,Sheet1
5568MackM WheatWheatC5568???,602,19,102,7,1,0.204,0.030595813,0.164251208,0.012882448,0.875,Sheet1
5568GeorgeG MyattMyatt2B5568???,1345,156,120,72,22,0.283,0.103930713,0.079946702,0.062624917,0.765957447,Sheet1
5568GlennG McQuillenMcQuillenLF5568???,643,34,49,1,5,0.274,0.050221566,0.072378139,0.008862629,0.166666667,Sheet1
5568JohnnyJ WelajWelajCF5568???,793,53,73,36,15,0.25,0.062647754,0.086288416,0.060283688,0.705882353,Sheet1
5568CesarC CrespoCrespo2B5568???,261,28,76,11,4,0.192,0.096885813,0.262975779,0.051903114,0.733333333,Sheet1
5568EarlE McNeelyMcNeelyCF5568???,2254,183,187,69,41,0.272,0.075092327,0.076733689,0.045137464,0.627272727,Sheet1
5568JohnJ WehnerWehner3B5568???,804,73,136,15,7,0.249,0.083238312,0.155074116,0.025085519,0.681818182,Sheet1
5568CharlesC SchmidtSchmidt1B5568???,1075,81,119,18,10,0.272,0.070069204,0.102941176,0.024221453,0.642857143,Sheet1
5568BobB RushRushP5568???,807,31,298,1,0,0.173,0.03699284,0.355608592,0.001193317,1,Sheet1
5568PaulP RungeRunge3B5568???,345,54,75,5,5,0.232,0.135338346,0.187969925,0.025062657,0.5,Sheet1
5568DaveD WatkinsWatkinsC5568???,148,22,53,2,3,0.176,0.129411765,0.311764706,0.029411765,0.4,Sheet1
5568MuddyM RuelRuelC5568???,4514,606,238,61,59,0.275,0.118359375,0.046484375,0.0234375,0.508333333,Sheet1
5568DutchD SchliebnerSchliebner1B5568???,520,44,67,4,2,0.271,0.078014184,0.118794326,0.010638298,0.666666667,Sheet1
5568MarioM MendozaMendozaSS5568???,1337,52,219,12,8,0.215,0.037437005,0.157667387,0.014398848,0.6,Sheet1
5568MattM CepickyCepickyLF5568???,185,7,53,1,1,0.211,0.036458333,0.276041667,0.010416667,0.5,Sheet1
5568ChadC MottolaMottolaRF5568???,125,10,28,2,2,0.2,0.074074074,0.207407407,0.02962963,0.5,Sheet1
5568BrandonB BackeBackeP5568???,133,10,48,1,0,0.256,0.06993007,0.335664336,0.006993007,1,Sheet1
5568VicV RoznovskyRoznovskyC5568???,455,32,83,1,1,0.218,0.065708419,0.170431211,0.004106776,0.5,Sheet1
5568StanS RoyerRoyer3B5568???,164,4,41,0,1,0.25,0.023809524,0.244047619,0.005952381,0,Sheet1
5568JohnJ MontefuscoMontefuscoP5568???,455,27,219,1,1,0.097,0.056016598,0.454356846,0.004149378,0.5,Sheet1
5568ChipC AmbresAmbresCF5568???,189,23,48,4,2,0.233,0.108490566,0.226415094,0.028301887,0.666666667,Sheet1
5568RicoR RossyRossySS5568???,317,35,45,0,3,0.211,0.099431818,0.127840909,0.008522727,0,Sheet1
5568RoyR StaigerStaiger3B5568???,457,30,59,4,3,0.228,0.061601643,0.121149897,0.014373717,0.571428571,Sheet1
5568JerryJ WalkerWalkerP5568???,252,7,51,1,0,0.23,0.027027027,0.196911197,0.003861004,1,Sheet1
5568SimonS RosenthalRosenthalLF5568???,357,26,21,5,1,0.266,0.067885117,0.054830287,0.015665796,0.833333333,Sheet1
5568MikeM MileyMileySS5568???,262,20,62,1,1,0.176,0.070921986,0.219858156,0.007092199,0.5,Sheet1
5568KitK PellowPellowLF5568???,202,17,68,2,1,0.257,0.077625571,0.310502283,0.01369863,0.666666667,Sheet1
5568JuliusJ MatosMatosSS5568???,242,10,45,2,1,0.244,0.03968254,0.178571429,0.011904762,0.666666667,Sheet1
5568IkeI HamptonHamptonC5568???,135,11,38,1,0,0.207,0.075342466,0.260273973,0.006849315,1,Sheet1
5568FredF HutchinsonHutchinsonP5568???,650,66,30,6,1,0.263,0.092178771,0.041899441,0.009776536,0.857142857,Sheet1
5568MontyM BasgallBasgall2B5568???,512,46,51,1,0,0.215,0.082437276,0.091397849,0.001792115,1,Sheet1
5568PaulP EasterlingEasterlingLF5568???,200,15,44,2,2,0.275,0.069767442,0.204651163,0.018604651,0.5,Sheet1
5568DennisD BennettBennettP5568???,277,17,125,0,1,0.166,0.057823129,0.425170068,0.003401361,0,Sheet1
5568DukeD CarmelCarmelCF5568???,227,27,60,3,4,0.211,0.106299213,0.236220472,0.027559055,0.428571429,Sheet1
5568FrankF JohnsonJohnsonLF5568???,436,37,60,2,2,0.211,0.078224101,0.126849894,0.00845666,0.5,Sheet1
5568DickD EganEgan2B5568???,3080,291,191,167,4,0.249,0.086324533,0.056659745,0.050726787,0.976608187,Sheet1
5568DwayneD HoseyHoseyCF5568???,146,15,33,12,3,0.274,0.093167702,0.204968944,0.093167702,0.8,Sheet1
5568SylS JohnsonJohnsonP5568???,702,23,214,1,0,0.181,0.031724138,0.295172414,0.00137931,1,Sheet1
5568MartyM HopkinsHopkins3B5568???,379,85,54,1,3,0.211,0.183189655,0.11637931,0.00862069,0.25,Sheet1
5568KimeraK BarteeBarteeCF5568???,416,36,141,36,19,0.216,0.079646018,0.311946903,0.121681416,0.654545455,Sheet1
5568BurtB HootonHootonP5568???,748,44,243,0,1,0.123,0.055555556,0.306818182,0.001262626,0,Sheet1
5568VidaV BlueBlueP5568???,512,49,271,0,2,0.104,0.087344029,0.483065954,0.003565062,0,Sheet1
5568FrankF EllerbeEllerbe3B5568???,1453,72,136,12,13,0.268,0.047213115,0.089180328,0.016393443,0.48,Sheet1
5568DavidD DosterDoster2B5568???,202,19,44,1,0,0.233,0.085972851,0.199095023,0.004524887,1,Sheet1
5568ElioE ChaconChaconSS5568???,616,111,109,20,12,0.232,0.152682256,0.149931224,0.044016506,0.625,Sheet1
5568TomT AlstonAlston1B5568???,271,25,46,3,5,0.244,0.084459459,0.155405405,0.027027027,0.375,Sheet1
5568TonyT BarronBarronRF5568???,190,12,39,0,1,0.284,0.059405941,0.193069307,0.004950495,0,Sheet1
5568ArndtA JorgensJorgensC5568???,738,85,73,3,3,0.238,0.10328068,0.088699878,0.007290401,0.5,Sheet1
5568JohnJ DonaldsonDonaldson2B5568???,1225,132,133,19,9,0.238,0.097273397,0.098010317,0.020633751,0.678571429,Sheet1
5568GeorgeG CanaleCanale1B5568???,73,12,15,0,2,0.164,0.141176471,0.176470588,0.023529412,0,Sheet1
5568SteveS AveryAveryP5568???,437,12,135,1,1,0.174,0.026726058,0.300668151,0.004454343,0.5,Sheet1
5568RalphR HodginHodginLF5568???,1689,97,63,7,10,0.285,0.05431131,0.035274356,0.009518477,0.411764706,Sheet1
5568GlenG HobbieHobbieP5568???,398,21,172,0,1,0.131,0.050119332,0.410501193,0.002386635,0,Sheet1
5568PaddyP BaumannBaumann2B5568???,904,81,76,30,10,0.274,0.082233503,0.07715736,0.040609137,0.75,Sheet1
5568JohnJ DohertyDoherty1B5568???,317,16,25,3,2,0.24,0.048048048,0.075075075,0.015015015,0.6,Sheet1
5568ShawnS EstesEstesP5568???,498,15,166,1,1,0.159,0.029239766,0.323586745,0.003898635,0.5,Sheet1
5568PaulP CampbellCampbell1B5568???,380,28,54,4,3,0.255,0.068627451,0.132352941,0.017156863,0.571428571,Sheet1
5568DonD BoschBoschCF5568???,318,22,77,4,3,0.164,0.064705882,0.226470588,0.020588235,0.571428571,Sheet1
5568VanV KellyKelly3B5568???,298,27,45,0,2,0.221,0.083076923,0.138461538,0.006153846,0,Sheet1
5568JuniorJ KennedyKennedy2B5568???,1041,124,142,12,9,0.248,0.106437768,0.121888412,0.018025751,0.571428571,Sheet1
5568VernV KennedyKennedyP5568???,743,15,123,1,0,0.244,0.019788918,0.162269129,0.001319261,1,Sheet1
5568LloydL ChristenburyChristenburyLF5568???,414,54,32,5,9,0.273,0.115384615,0.068376068,0.02991453,0.357142857,Sheet1
5568DickD KenworthyKenworthy3B5568???,251,10,42,0,3,0.215,0.038314176,0.16091954,0.011494253,0,Sheet1
5568GeorgeG DickeyDickeyC5568???,494,63,62,4,4,0.204,0.113105925,0.111310592,0.014362657,0.5,Sheet1
5568BobB ChristianChristianLF5568???,147,11,23,3,0,0.224,0.069620253,0.14556962,0.018987342,1,Sheet1
5568MontyM FarissFarissLF5568???,226,29,75,0,2,0.217,0.11372549,0.294117647,0.007843137,0,Sheet1
5568PeteP KilduffKilduff2B5568???,1384,134,132,28,15,0.27,0.088274045,0.086956522,0.028326746,0.651162791,Sheet1
5568BillB KilleferKilleferC5568???,3150,113,126,39,8,0.238,0.034630708,0.038614772,0.014403923,0.829787234,Sheet1
5568RafaelR BournigalBournigalSS5568???,932,59,64,12,5,0.251,0.059535822,0.064581231,0.01715439,0.705882353,Sheet1
5568LuisL AlcarazAlcaraz2B5568???,365,21,58,2,2,0.192,0.054404145,0.150259067,0.010362694,0.5,Sheet1
5568FelixF FerminFerminSS5568???,2767,166,147,27,21,0.259,0.056597341,0.050119332,0.016365496,0.5625,Sheet1
5568EarlE ClarkClarkCF5568???,826,37,79,11,0,0.291,0.042873696,0.091541136,0.012746234,1,Sheet1
5568SamS DenteDenteSS5568???,2320,167,96,9,9,0.252,0.067149176,0.038600724,0.007237636,0.5,Sheet1
5568ChrisC ArnoldArnold2B5568???,435,42,76,1,2,0.237,0.088050314,0.15932914,0.006289308,0.333333333,Sheet1
5568LenaL BlackburneBlackburneSS5568???,1807,162,151,54,26,0.214,0.082275267,0.076688674,0.040629761,0.675,Sheet1
5568RickyR AdamsAdams2B5568???,247,10,37,3,2,0.215,0.038910506,0.143968872,0.019455253,0.6,Sheet1
5568BeauB AllredAllredRF5568???,165,29,48,2,2,0.23,0.149484536,0.24742268,0.020618557,0.5,Sheet1
5568KevinK KoslofskiKoslofskiCF5568???,205,22,41,2,2,0.244,0.0969163,0.18061674,0.017621145,0.5,Sheet1
5568EdE ArmbristerArmbristerLF5568???,265,24,71,15,10,0.245,0.083044983,0.24567474,0.08650519,0.6,Sheet1
5568EdE HearnHearnC5568???,171,16,22,0,1,0.263,0.085561497,0.117647059,0.005347594,0,Sheet1
5568MartyM KrugKrug3B5568???,489,48,43,9,9,0.278,0.089385475,0.080074488,0.033519553,0.5,Sheet1
5568TommyT DeanDeanSS5568???,529,42,105,3,3,0.18,0.073555166,0.183887916,0.010507881,0.5,Sheet1
5568GeneG LamontLamontC5568???,159,9,35,1,0,0.233,0.053571429,0.208333333,0.005952381,1,Sheet1
5568RafaelR LandestoyLandestoy2B5568???,1230,100,123,54,24,0.237,0.07518797,0.092481203,0.058646617,0.692307692,Sheet1
5568MikeM HartHartCF5568???,105,7,21,1,5,0.162,0.0625,0.1875,0.053571429,0.166666667,Sheet1
5568LarryL BurrightBurright2B5568???,356,29,92,5,3,0.205,0.075324675,0.238961039,0.020779221,0.625,Sheet1
5568TerryT HarmonHarmon2B5568???,1125,117,175,17,11,0.233,0.094202899,0.140901771,0.022544283,0.607142857,Sheet1
5568CharlieC HargreavesHargreavesC5568???,1188,77,49,6,2,0.27,0.060869565,0.038735178,0.006324111,0.75,Sheet1
5568AlA BrancatoBrancatoSS5568???,930,96,92,5,6,0.214,0.093567251,0.089668616,0.010721248,0.454545455,Sheet1
5568MelM HarderHarderP5568???,1203,39,369,2,0,0.165,0.031400966,0.297101449,0.001610306,1,Sheet1
5568JedJ HansenHansen2B5568???,176,23,64,3,3,0.256,0.115577889,0.32160804,0.030150754,0.5,Sheet1
5568JayJ HankinsHankinsCF5568???,207,8,20,2,1,0.184,0.037209302,0.093023256,0.013953488,0.666666667,Sheet1
5568JoeJ ColemanColemanP5568???,363,22,133,1,0,0.182,0.057142857,0.345454545,0.002597403,1,Sheet1
5568RandyR LerchLerchP5568???,267,19,44,0,1,0.206,0.066433566,0.153846154,0.003496503,0,Sheet1
5568EdE LevyLevyLF5568???,195,10,24,2,1,0.215,0.048780488,0.117073171,0.014634146,0.666666667,Sheet1
5568DickD HallHallP5568???,714,61,147,6,2,0.21,0.078709677,0.189677419,0.010322581,0.75,Sheet1
5568HanleyH FriasFriasSS5568???,311,47,45,6,5,0.232,0.131284916,0.125698324,0.030726257,0.545454545,Sheet1
5568HarveyH HaddixHaddixP5568???,798,46,162,4,0,0.212,0.05450237,0.191943128,0.004739336,1,Sheet1
5568RonR LolichLolichRF5568???,228,11,49,0,2,0.211,0.046025105,0.205020921,0.008368201,0,Sheet1
5568JackieJ GutierrezGutierrezSS5568???,957,33,123,25,9,0.237,0.033333333,0.124242424,0.034343434,0.735294118,Sheet1
5568JimJ BullingerBullingerP5568???,165,13,57,1,0,0.188,0.073033708,0.320224719,0.005617978,1,Sheet1
5568JoeJ LovittoLovittoCF5568???,763,80,113,22,21,0.216,0.09489917,0.134045077,0.051008304,0.511627907,Sheet1
5568FrankF BakerBakerLF5568???,353,26,68,3,4,0.232,0.068601583,0.179419525,0.018469657,0.428571429,Sheet1
5568BertB GriffithGriffithRF5568???,581,18,28,6,9,0.299,0.030050083,0.046744574,0.025041736,0.4,Sheet1
5568RubeR LutzkeLutzke3B5568???,1876,179,196,23,14,0.249,0.087104623,0.095377129,0.018004866,0.621621622,Sheet1
5568RonR GardenhireGardenhireSS5568???,710,46,122,13,9,0.232,0.060846561,0.161375661,0.029100529,0.590909091,Sheet1
5568GidG GardnerGardnerRF5568???,765,69,16,7,0,0.233,0.082733813,0.019184652,0.008393285,1,Sheet1
5568JohnnyJ AllenAllenP5568???,716,33,155,1,0,0.173,0.044058745,0.20694259,0.001335113,1,Sheet1
5568JackJ CoombsCoombsP5568???,1110,59,44,21,2,0.235,0.050470488,0.037639008,0.019674936,0.913043478,Sheet1
5568JimJ MahoneyMahoneySS5568???,210,11,47,1,2,0.229,0.049773756,0.212669683,0.013574661,0.333333333,Sheet1
5568JamieJ AllenAllen3B5568???,273,33,52,6,5,0.223,0.107843137,0.169934641,0.035947712,0.545454545,Sheet1
5568FreddieF BenavidesBenavidesSS5568???,534,20,91,4,3,0.253,0.036101083,0.164259928,0.012635379,0.571428571,Sheet1
5568JimJ GottGottP5568???,73,1,41,0,1,0.178,0.013513514,0.554054054,0.013513514,0,Sheet1
5568CharlieC ManuelManuelLF5568???,384,40,77,1,0,0.198,0.094339623,0.181603774,0.002358491,1,Sheet1
5568OscarO BrownBrownRF5568???,316,17,55,0,4,0.244,0.051051051,0.165165165,0.012012012,0,Sheet1
5568JuanJ MarichalMarichalP5568???,1221,38,269,2,5,0.165,0.030182685,0.213661636,0.005559968,0.285714286,Sheet1
5568PatP CorralesCorralesC5568???,767,75,167,1,1,0.216,0.089073634,0.198337292,0.002375297,0.5,Sheet1
5568GlenG GorbousGorbousRF5568???,277,25,19,0,3,0.238,0.082781457,0.062913907,0.009933775,0,Sheet1
5568LloydL BrownBrownP5568???,552,38,140,1,1,0.192,0.06440678,0.237288136,0.003389831,0.5,Sheet1
5568WilliamW MarriottMarriott3B5568???,826,57,55,16,10,0.266,0.064552661,0.062287656,0.029445074,0.615384615,Sheet1
