PLAYERPLAYER,G,AB,R ,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,,,,
21001LeeL ViauViauP21001???,184,588,58,82,9,5,0,31,48,108,17,--,0.139,0.207,0.172,0.379,0.0754716981,0.169811321,#VALUE!,#VALUE!
21001ErnieE VickVickC21001???,58,112,12,26,7,1,0,7,9,8,0,0,0.232,0.289,0.313,0.602,0.0743801653,0.0661157025,0,#DIV/0!
21001RubeR VickersVickersP21001???,90,163,4,26,4,0,0,13,10,,0,--,0.16,0.208,0.184,0.392,0.0578034682,0,#VALUE!,#VALUE!
21001TomT VickeryVickeryP21001???,99,307,25,69,8,1,0,20,13,53,18,--,0.225,0.261,0.257,0.518,0.040625,0.165625,#VALUE!,#VALUE!
21001BobB VinesVinesP21001???,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0,#DIV/0!
21001DaveD VineyardVineyardP21001???,19,12,1,2,0,0,0,0,1,2,0,0,0.167,0.231,0.167,0.398,0.0769230769,0.153846154,0,#DIV/0!
21001RubeR VinsonVinsonOF21001???,66,207,26,47,4,1,0,14,19,,7,--,0.227,0.301,0.256,0.557,0.0840707965,0,#VALUE!,#VALUE!
21001BillB VintonVintonP21001???,37,134,16,15,3,0,0,9,7,33,--,--,0.112,0.156,0.134,0.29,0.0496453901,0.234042553,#VALUE!,#VALUE!
21001FrankF ViolaViolaP21001???,144,185,8,26,3,0,0,6,3,41,0,0,0.141,0.154,0.157,0.311,0.0159574468,0.218085106,0,#DIV/0!
21001JoeJ VitelliVitelliP21001???,5,3,1,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,#VALUE!,#VALUE!
21001JoeJ VitkoVitkoP21001???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001OllieO VoigtVoigtP21001???,8,4,2,1,0,1,0,0,1,0,0,0,0.25,0.4,0.75,1.15,0.2,0,0,#DIV/0!
21001BillB VoiselleVoiselleP21001???,246,464,21,68,10,0,0,30,25,100,0,--,0.147,0.19,0.168,0.358,0.0511247444,0.204498978,#VALUE!,#VALUE!
21001JakeJ VolzVolzP21001???,11,10,1,1,0,0,0,1,0,,0,--,0.1,0.1,0.1,0.2,0,0,#VALUE!,#VALUE!
21001TonyT VonfrickenVonfrickenP21001???,1,3,0,0,0,0,0,0,0,1,0,--,0,0,0,0,0,0.333333333,#VALUE!,#VALUE!
21001BruceB Von HoffVon HoffP21001???,13,15,0,1,0,0,0,0,1,6,0,0,0.067,0.125,0.067,0.192,0.0625,0.375,0,#DIV/0!
21001FritzF VonkolnitzVonkolnitz3B21001???,115,226,15,48,9,1,0,19,15,33,5,3,0.212,0.264,0.261,0.525,0.0622406639,0.136929461,0.0331950207,0.625
21001DaveD VonohlenVonohlenP21001???,77,8,0,2,0,0,0,0,1,3,0,0,0.25,0.333,0.25,0.583,0.111111111,0.333333333,0,#DIV/0!
21001CyC VorheesVorheesP21001???,11,23,3,9,0,0,0,3,3,,0,--,0.391,0.462,0.391,0.853,0.115384615,0,#VALUE!,#VALUE!
21005NickN NeidertNeidertP21005???,13,11,0,0,0,0,0,0,1,5,0,0,0,0.083,0,0.083,0.0833333333,0.416666667,0,#DIV/0!
21005DanielD Lynch IVLynchP21005???,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ReissR KnehrKnehrP21005???,21,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.625,0,#DIV/0!
21005JakeJ WoodfordWoodfordP21005???,80,18,0,2,0,0,0,0,0,9,0,0,0.111,0.111,0.111,0.222,0,0.5,0,#DIV/0!
21005ChaseC ShugartShugartP21005???,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005DemarcusD EvansEvansP21005???,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005BryanB HoeingHoeingP21005???,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005PatrickP SandovalSandovalP21005???,107,6,1,1,0,0,0,0,0,4,0,0,0.167,0.167,0.167,0.334,0,0.666666667,0,#DIV/0!
21005CurtisC TerryTerry1B21005???,13,45,3,4,2,0,0,1,2,15,0,0,0.089,0.146,0.133,0.279,0.0425531915,0.319148936,0,#DIV/0!
21005JordanJ HicksHicksP21005???,187,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005C?sarC SalazarSalazarC21005???,33,50,6,11,2,0,0,8,3,13,0,0,0.22,0.281,0.26,0.541,0.0566037736,0.245283019,0,#DIV/0!
21005ChrisC PaddackPaddackP21005???,108,77,3,6,0,0,0,2,1,45,0,0,0.078,0.101,0.078,0.179,0.0128205128,0.576923077,0,#DIV/0!
21005TrevorT StephanStephanP21005???,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RichardR LoveladyLoveladyP21005???,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TreyT AmburgeyAmburgeyLF21005???,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005BrettB KennedyKennedyP21005???,6,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005TravisT Lakins Sr.LakinsP21005???,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ThomasT EshelmanEshelmanP21005???,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005CodyC StashakStashakP21005???,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TonyT GonsolinGonsolinP21005???,88,30,4,7,1,0,0,1,1,12,0,0,0.233,0.258,0.267,0.525,0.0322580645,0.387096774,0,#DIV/0!
21005CodyC PoncePonceP21005???,20,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
21005GarrettG CleavingerCleavingerP21005???,26,2,0,1,1,0,0,0,0,1,0,0,0.5,0.5,1,1.5,0,0.5,0,#DIV/0!
21005SeanS PoppenPoppenP21005???,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ScottS EffrossEffrossP21005???,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005PeteP FairbanksFairbanksP21005???,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001EdE WalczakWalczak2B21001???,20,57,6,12,3,0,0,2,6,9,0,--,0.211,0.286,0.263,0.549,0.0952380952,0.142857143,#VALUE!,#VALUE!
21001DocD WaldbauerWaldbauerP21001???,2,1,0,0,0,0,0,0,0,1,0,--,0,0,0,0,0,1,#VALUE!,#VALUE!
21001FredF WaldenWaldenC21001???,1,0,0,0,0,0,0,0,0,,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
21001IrvI WaldronWaldronOF21001???,141,598,102,186,22,9,0,52,38,,20,--,0.311,0.356,0.378,0.734,0.0597484277,0,#VALUE!,#VALUE!
21001EdE WalkerWalkerP21001???,4,6,0,1,0,0,0,0,1,,0,--,0.167,0.286,0.167,0.453,0.142857143,0,#VALUE!,#VALUE!
21001DixieD WalkerWalkerP21001???,76,164,14,33,3,0,0,5,13,,1,--,0.201,0.268,0.22,0.488,0.0734463277,0,#VALUE!,#VALUE!
21001MysteriousM WalkerWalkerP21001???,13,99,5,15,4,0,0,5,8,28,1,--,0.152,0.215,0.192,0.407,0.0747663551,0.261682243,#VALUE!,#VALUE!
21001GeorgeG WalkerWalkerP21001???,4,13,1,1,0,0,0,1,0,,0,--,0.077,0.077,0.077,0.154,0,0,#VALUE!,#VALUE!
21001LukeL WalkerWalkerP21001???,215,188,4,11,0,0,0,7,12,107,0,0,0.059,0.115,0.059,0.174,0.06,0.535,0,#DIV/0!
21001JamieJ WalkerWalkerP21001???,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001RoyR WalkerWalkerP21001???,91,111,4,17,2,0,0,4,4,46,0,1,0.153,0.19,0.171,0.361,0.0347826087,0.4,0.00869565217,0
21001SpeedS WalkerWalker1B21001???,2,7,1,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.572,0,0.142857143,0,#DIV/0!
21001MartyM WalkerWalkerP21001???,1,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
21001MikeM WalkerWalkerP21001???,42,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,#DIV/0!
21001FleetF WalkerWalkerC21001???,42,152,23,40,2,3,0,--,8,,--,--,0.263,0.325,0.316,0.641,0.05,0,#VALUE!,#VALUE!
21001PeteP WalkerWalkerP21001???,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21001TomT WalkerWalkerP21001???,154,33,0,5,1,0,0,0,2,8,0,0,0.152,0.2,0.182,0.382,0.0571428571,0.228571429,0,#DIV/0!
21001TomT WalkerWalkerP21001???,49,132,15,17,0,1,0,1,7,,2,--,0.129,0.179,0.144,0.323,0.0503597122,0,#VALUE!,#VALUE!
21001WaltW WalkerWalkerC21001???,1,4,1,1,0,0,0,0,0,0,--,--,0.25,--,0.25,--,0,0,#VALUE!,#VALUE!
21001WeldayW WalkerWalkerOF21001???,5,18,1,4,1,0,0,2,0,,--,--,0.222,0.222,0.278,0.5,0,0,#VALUE!,#VALUE!
21001JimJ WalkupWalkupP21001???,116,143,12,26,1,0,0,8,4,49,0,0,0.182,0.204,0.189,0.393,0.0272108844,0.333333333,0,#DIV/0!
21001JimJ WalkupWalkupP21001???,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21001DonneD WallWallP21001???,218,68,6,12,1,0,0,1,3,22,0,0,0.176,0.211,0.191,0.402,0.0422535211,0.309859155,0,#DIV/0!
21001JoeJ WallWallC21001???,15,40,2,12,2,0,0,1,5,,0,--,0.3,0.391,0.35,0.741,0.111111111,0,#VALUE!,#VALUE!
21001MurrayM WallWallP21001???,91,46,2,5,0,0,0,0,0,24,0,0,0.109,0.109,0.109,0.218,0,0.52173913,0,#DIV/0!
21005ChanceC AdamsAdamsP21005???,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005P.J.P ConlonConlonP21005???,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,0,0,0,#DIV/0!
21005KyleK DowdyDowdyP21005???,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JustinJ LawrenceLawrenceP21005???,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KyleK KellerKellerP21005???,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JamesJ NaileNaileP21005???,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005AnthonyA MisiewiczMisiewiczP21005???,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TrevorT KelleyKelleyP21005???,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TylerT PaynePayneC21005???,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ZacZ GrotzGrotzP21005???,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RonyR Garc?aGarc?aP21005???,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ElvisE PegueroPegueroP21005???,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KervinK CastroCastroP21005???,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005LuciusL FoxFoxSS21005???,10,25,2,2,0,0,0,2,1,9,1,0,0.08,0.115,0.08,0.195,0.0384615385,0.346153846,0.0384615385,1
21005SheaS SpitzbarthSpitzbarthP21005???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ReiverR SanmartinSanmartinP21005???,61,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.75,0,#DIV/0!
21005AntonioA SantosSantosP21005???,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005Ram?nR RossoRossoP21005???,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005LuisL De Los SantosDe Los Santos3B21005???,13,29,2,5,2,0,0,1,2,10,0,0,0.172,0.226,0.241,0.467,0.064516129,0.322580645,0,#DIV/0!
21005EdwardE CabreraCabreraP21005???,86,7,0,1,1,0,0,1,0,3,0,0,0.143,0.143,0.286,0.429,0,0.428571429,0,#DIV/0!
21005LuisL OviedoOviedoP21005???,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JairJ CamargoCamargoC21005???,5,6,1,0,0,0,0,0,1,3,0,0,0,0.143,0,0.143,0.142857143,0.428571429,0,#DIV/0!
21005Sebasti?n S RiveroRiveroC21005???,34,66,3,11,2,0,0,4,5,25,0,0,0.167,0.236,0.197,0.433,0.0704225352,0.352112676,0,#DIV/0!
21005JavierJ AssadAssadP21005???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005S?monS MuzziottiMuzziottiCF21005???,9,7,0,1,0,0,0,0,0,2,0,0,0.143,0.25,0.143,0.393,0,0.285714286,0,#DIV/0!
21001BernieB WalterWalterP21001???,1,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
21001RoxyR WaltersWaltersC21001???,499,1426,120,317,41,6,0,116,97,151,13,5,0.222,0.281,0.259,0.54,0.0636900854,0.0991464215,0.0118187787,0.722222222
21001CharlieC WaltersWaltersP21001???,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001FredF WaltersWaltersC21001???,40,93,2,16,2,0,0,5,10,9,1,1,0.172,0.252,0.194,0.446,0.0970873786,0.0873786408,0.0194174757,0.5
21001BruceB WaltonWaltonP21001???,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21001JackJ WannerWannerSS21001???,3,8,0,1,0,0,0,0,2,,1,--,0.125,0.3,0.125,0.425,0.2,0,#VALUE!,#VALUE!
21001DickD WantzWantzP21001???,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21001ChuckC WardWardSS21001???,236,769,52,175,20,6,0,72,51,67,7,1,0.228,0.286,0.269,0.555,0.062195122,0.0817073171,0.00975609756,0.875
21001ColinC WardWardP21001???,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21001JimJ WardWardC21001???,1,4,1,2,0,0,0,1,0,1,--,--,0.5,--,0.5,--,0,0.25,#VALUE!,#VALUE!
21001JohnnyJ WardWardP21001???,1,3,0,0,0,0,0,0,0,2,--,--,0,--,0,--,0,0.666666667,#VALUE!,#VALUE!
21001RubeR WardWardOF21001???,13,31,4,9,1,0,0,2,2,,0,--,0.29,0.333,0.323,0.656,0.0606060606,0,#VALUE!,#VALUE!
21001JohnJ WardWardOF21001???,1,4,0,1,0,0,0,--,0,,--,--,0.25,--,0.25,--,0,0,#VALUE!,#VALUE!
21001JayJ WardWard2B21001???,27,49,4,8,3,0,0,4,9,19,0,0,0.163,0.293,0.224,0.517,0.155172414,0.327586207,0,#DIV/0!
21001JoeJ WardWard2B21001???,166,465,47,110,18,9,0,47,18,11,12,--,0.237,0.271,0.314,0.585,0.0372670807,0.0227743271,#VALUE!,#VALUE!
21001HapH WardWardOF21001???,1,2,0,0,0,0,0,0,0,,0,--,0,0,0,0,0,0,#VALUE!,#VALUE!
21001DickD WardWardP21001???,4,1,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,#VALUE!,#VALUE!
21001DuaneD WardWardP21001???,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21001JonJ WardenWardenP21001???,28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21001ClydeC WaresWaresSS21001???,92,250,25,55,12,1,0,24,29,38,12,10,0.22,0.301,0.276,0.577,0.103942652,0.136200717,0.0788530466,0.545454545
21001JackJ WarhopWarhopP21001???,233,495,51,77,12,3,0,24,22,33,8,--,0.156,0.198,0.192,0.39,0.0425531915,0.0638297872,#VALUE!,#VALUE!
21001CyC WarmothWarmothP21001???,29,45,4,9,2,1,0,0,3,13,0,0,0.2,0.265,0.289,0.554,0.0625,0.270833333,0,#DIV/0!
21001EdE WarnerWarnerP21001???,11,15,1,2,0,0,0,1,1,5,0,--,0.133,0.188,0.133,0.321,0.0625,0.3125,#VALUE!,#VALUE!
21001JackJ WarnerWarnerP21001???,33,5,0,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4,0,0.4,0,#DIV/0!
21001HalH WarnockWarnockOF21001???,6,7,1,2,2,0,0,0,0,3,0,0,0.286,0.286,0.571,0.857,0,0.428571429,0,#DIV/0!
21005AngelA Rond?nRond?nP21005???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MiguelM S?nchezS?nchezP21005???,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005GrantG KochKochC21005???,3,7,1,0,0,0,0,0,1,6,0,0,0,0.125,0,0.125,0.125,0.75,0,#DIV/0!
21005JohnJ KingKingP21005???,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005AaronA FletcherFletcherP21005???,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RobertR DuggerDuggerP21005???,23,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.545454545,0,#DIV/0!
21005JackJ KrugerKrugerC21005???,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005KyleK TylerTylerP21005???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005StephenS NogosekNogosekP21005???,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005LucasL ErcegErcegP21005???,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ZachZ PlesacPlesacP21005???,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ZacZ GallenGallenP21005???,170,51,4,8,2,0,0,4,1,26,0,0,0.157,0.173,0.196,0.369,0.0192307692,0.5,0,#DIV/0!
21005JeremyJ WalkerWalkerP21005???,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005PaytonP HenryHenryC21005???,20,43,2,8,1,0,0,4,6,13,0,0,0.186,0.314,0.209,0.523,0.12244898,0.265306122,0,#DIV/0!
21005DukeD EllisEllisCF21005???,11,5,1,1,0,0,0,0,0,2,5,0,0.2,0.2,0.2,0.4,0,0.4,1,1
21005MaxM KranickKranickP21005???,11,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.416666667,0,#DIV/0!
21005JoJoJ RomeroRomeroP21005???,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005HansH CrouseCrouseP21005???,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005MaverickM HandleyHandleyC21005???,16,41,2,3,0,0,0,3,2,18,0,0,0.073,0.133,0.073,0.206,0.0465116279,0.418604651,0,#DIV/0!
21005CaseyC LeguminaLeguminaP21005???,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RonnieR DawsonDawsonDH21005???,4,8,2,1,0,0,0,0,1,2,0,0,0.125,0.222,0.125,0.347,0.111111111,0.222222222,0,#DIV/0!
21005BryseB WilsonWilsonP21005???,75,32,1,3,0,0,0,1,0,15,0,0,0.094,0.121,0.094,0.215,0,0.46875,0,#DIV/0!
21005DLD HallHallP21005???,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ArmandoA AlvarezAlvarez3B21005???,16,37,7,9,1,0,0,2,2,8,1,0,0.243,0.282,0.27,0.552,0.0512820513,0.205128205,0.0256410256,1
21005BruceB ZimmermannZimmermannP21005???,38,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,#DIV/0!
21005DustinD MayMayP21005???,65,14,0,1,0,0,0,0,0,7,0,0,0.071,0.071,0.071,0.142,0,0.5,0,#DIV/0!
21005JonathanJ HeasleyHeasleyP21005???,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005RyneR NelsonNelsonP21005???,88,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,#DIV/0!
21005MasonM McCoyMcCoy2B21005???,29,55,9,10,2,0,0,3,5,23,1,0,0.182,0.25,0.218,0.468,0.0833333333,0.383333333,0.0166666667,1
21005CorbinC BurnesBurnesP21005???,167,59,1,10,0,0,0,4,3,28,0,0,0.169,0.21,0.169,0.379,0.0483870968,0.451612903,0,#DIV/0!
21005KeeganK AkinAkinP21005???,218,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005EliE MorganMorganP21005???,161,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005ConnerC MenezMenezP21005???,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005JoelJ KuhnelKuhnelP21005???,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
21005DylanD LeeLeeP21005???,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005PaulP CampbellCampbellP21005???,16,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.4,0,#DIV/0!
21005JoeJ PerezPerez3B21005???,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
21005BryceB TeodosioTeodosioCF21005???,26,72,8,14,5,0,0,2,2,27,4,1,0.194,0.244,0.264,0.508,0.027027027,0.364864865,0.0675675676,0.8
21005TylerT WellsWellsP21005???,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TarikT SkubalSkubalP21005???,132,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
21005OwenO WhiteWhiteP21005???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005SamadS TaylorTaylorRF21005???,38,73,14,15,2,1,0,4,7,24,8,0,0.205,0.272,0.26,0.532,0.0875,0.3,0.1,1
21005DylanD ColemanColemanP21005???,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005GageG WorkmanWorkman3B21005???,12,16,0,3,1,0,0,2,1,7,1,0,0.188,0.235,0.25,0.485,0.0588235294,0.411764706,0.0588235294,1
21005JimmyJ LambertLambertP21005???,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005TrevorT RogersRogersP21005???,98,45,0,3,0,0,0,0,1,29,0,0,0.067,0.087,0.067,0.154,0.0217391304,0.630434783,0,#DIV/0!
21005MasonM EnglertEnglertP21005???,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005ShaneS BieberBieberP21005???,136,15,0,1,1,0,0,0,1,8,0,0,0.067,0.125,0.133,0.258,0.0625,0.5,0,#DIV/0!
21005KyleK NelsonNelsonP21005???,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005MatthewM LiberatoreLiberatoreP21005???,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005AndreA PallantePallanteP21005???,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JoeJ BarlowBarlowP21005???,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005AnthonyA BenderBenderP21005???,193,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
21005SamS LongLongP21005???,40,10,0,1,0,0,0,0,0,4,0,0,0.1,0.1,0.1,0.2,0,0.4,0,#DIV/0!
21005HaydenH WesneskiWesneskiP21005???,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005WillW WilsonWilson3B21005???,32,72,6,12,4,0,0,1,7,34,1,0,0.167,0.25,0.222,0.472,0.0886075949,0.430379747,0.0126582278,1
21005LoganL DavidsonDavidson1B21005???,9,20,1,3,1,0,0,2,3,12,0,0,0.15,0.261,0.2,0.461,0.130434783,0.52173913,0,#DIV/0!
21005ChrisC RodriguezRodriguezP21005???,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21005JakeJ NollNoll2B21005???,15,29,3,8,2,0,0,2,1,8,0,0,0.276,0.3,0.345,0.645,0.0333333333,0.266666667,0,#DIV/0!
21005KirbyK SneadSneadP21005???,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
