PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
5568FrankF EllerbeEllerbe3B5568???,1453,72,136,12,13,0.268,0.047213115,0.089180328,0.016393443,0.48,csv
5568JumboJ ElliottElliottP5568???,416,21,121,0,0,0.163,0.04805492,0.276887872,0,,csv
5568DavidD DosterDoster2B5568???,202,19,44,1,0,0.233,0.085972851,0.199095023,0.004524887,1,csv
5568ElioE ChaconChaconSS5568???,616,111,109,20,12,0.232,0.152682256,0.149931224,0.044016506,0.625,csv
5568TomT JonesJones1B5568???,3847,193,,135,,0.251,0.047772277,,,,csv
5568MikeM DorganDorganRF5568???,2924,118,179,39,,0.274,0.03879027,0.058842867,,,csv
5568TomT AlstonAlston1B5568???,271,25,46,3,5,0.244,0.084459459,0.155405405,0.027027027,0.375,csv
5568TonyT BarronBarronRF5568???,190,12,39,0,1,0.284,0.059405941,0.193069307,0.004950495,0,csv
5568ArndtA JorgensJorgensC5568???,738,85,73,3,3,0.238,0.10328068,0.088699878,0.007290401,0.5,csv
5568JohnJ DonaldsonDonaldson2B5568???,1225,132,133,19,9,0.238,0.097273397,0.098010317,0.020633751,0.678571429,csv
5568StewS HofferthHofferthC5568???,408,28,22,1,,0.216,0.064220183,0.050458716,,,csv
5568GeorgeG CanaleCanale1B5568???,73,12,15,0,2,0.164,0.141176471,0.176470588,0.023529412,0,csv
5568MikeM KahoeKahoeC5568???,1309,39,0,21,,0.212,0.028931751,0,,,csv
5568SteveS AveryAveryP5568???,437,12,135,1,1,0.174,0.026726058,0.300668151,0.004454343,0.5,csv
5568RalphR HodginHodginLF5568???,1689,97,63,7,10,0.285,0.05431131,0.035274356,0.009518477,0.411764706,csv
5568JiggsJ DonahueDonahue1B5568???,2862,215,,143,,0.255,0.069873253,,,,csv
5568GlenG HobbieHobbieP5568???,398,21,172,0,1,0.131,0.050119332,0.410501193,0.002386635,0,csv
5568PaddyP BaumannBaumann2B5568???,904,81,76,30,10,0.274,0.082233503,0.07715736,0.040609137,0.75,csv
5568HenryH KappelKappelSS5568???,394,25,28,33,,0.269,0.059665871,0.066825776,,,csv
5568JohnJ DohertyDoherty1B5568???,317,16,25,3,2,0.24,0.048048048,0.075075075,0.015015015,0.6,csv
5568PatP DodsonDodson1B5568???,99,17,33,0,0,0.202,0.146551724,0.284482759,0,,csv
5568JohnJ DodgeDodge3B5568???,418,16,45,13,,0.215,0.036866359,0.103686636,,,csv
5568ShawnS EstesEstesP5568???,498,15,166,1,1,0.159,0.029239766,0.323586745,0.003898635,0.5,csv
5568PaulP CampbellCampbell1B5568???,380,28,54,4,3,0.255,0.068627451,0.132352941,0.017156863,0.571428571,csv
5568BabeB BortonBorton1B5568???,940,160,101,21,,0.27,0.145454545,0.091818182,,,csv
5568JimJ CampanisCampanisC5568???,217,19,49,0,0,0.147,0.080508475,0.207627119,0,,csv
5568AlexA KellnerKellnerP5568???,643,30,106,0,0,0.215,0.044576523,0.157503715,0,,csv
5568DonD BoschBoschCF5568???,318,22,77,4,3,0.164,0.064705882,0.226470588,0.020588235,0.571428571,csv
5568JimJ KellyKellyRF5568???,714,46,58,42,,0.297,0.060526316,0.076315789,,,csv
5568LewL CampCamp3B5568???,334,37,52,42,,0.231,0.099730458,0.140161725,,,csv
5568VanV KellyKelly3B5568???,298,27,45,0,2,0.221,0.083076923,0.138461538,0.006153846,0,csv
5568JuniorJ KennedyKennedy2B5568???,1041,124,142,12,9,0.248,0.106437768,0.121888412,0.018025751,0.571428571,csv
5568VernV KennedyKennedyP5568???,743,15,123,1,0,0.244,0.019788918,0.162269129,0.001319261,1,csv
5568LarryL DierkerDierkerP5568???,789,12,272,0,0,0.136,0.014981273,0.339575531,0,,csv
5568DaveD BoswellBoswellP5568???,367,6,119,0,0,0.202,0.016085791,0.319034853,0,,csv
5568LloydL ChristenburyChristenburyLF5568???,414,54,32,5,9,0.273,0.115384615,0.068376068,0.02991453,0.357142857,csv
5568DickD KenworthyKenworthy3B5568???,251,10,42,0,3,0.215,0.038314176,0.16091954,0.011494253,0,csv
5568GeorgeG DickeyDickeyC5568???,494,63,62,4,4,0.204,0.113105925,0.111310592,0.014362657,0.5,csv
5568BobB ChristianChristianLF5568???,147,11,23,3,0,0.224,0.069620253,0.14556962,0.018987342,1,csv
5568ButtercupB DickersonDickersonLF5568???,1762,48,51,,,0.284,0.026519337,0.028176796,,,csv
5568MontyM FarissFarissLF5568???,226,29,75,0,2,0.217,0.11372549,0.294117647,0.007843137,0,csv
5568BobB BarrBarrP5568???,633,31,26,1,,0.185,0.046686747,0.039156627,,,csv
5568PeteP KilduffKilduff2B5568???,1384,134,132,28,15,0.27,0.088274045,0.086956522,0.028326746,0.651162791,csv
5568JohnJ FarrellFarrell2B5568???,2172,193,,68,,0.261,0.081606765,,,,csv
5568TurkT FarrellFarrellP5568???,436,11,165,0,0,0.135,0.024608501,0.369127517,0,,csv
5568BillB KilleferKilleferC5568???,3150,113,126,39,8,0.238,0.034630708,0.038614772,0.014403923,0.829787234,csv
5568RafaelR BournigalBournigalSS5568???,932,59,64,12,5,0.251,0.059535822,0.064581231,0.01715439,0.705882353,csv
5568SilverS KingKingP5568???,1305,166,162,24,,0.198,0.112848402,0.110129164,,,csv
5568LuisL AlcarazAlcaraz2B5568???,365,21,58,2,2,0.192,0.054404145,0.150259067,0.010362694,0.5,csv
5568FelixF FerminFerminSS5568???,2767,166,147,27,21,0.259,0.056597341,0.050119332,0.016365496,0.5625,csv
5568FrankF KitsonKitsonP5568???,978,38,,14,,0.24,0.037401575,,,,csv
5568EarlE ClarkClarkCF5568???,826,37,79,11,0,0.291,0.042873696,0.091541136,0.012746234,1,csv
5568SamS DenteDenteSS5568???,2320,167,96,9,9,0.252,0.067149176,0.038600724,0.007237636,0.5,csv
5568ChrisC ArnoldArnold2B5568???,435,42,76,1,2,0.237,0.088050314,0.15932914,0.006289308,0.333333333,csv
5568DaveD HengelHengelLF5568???,167,4,36,0,0,0.186,0.023391813,0.210526316,0,,csv
5568OllieO BeardBeardSS5568???,1307,112,61,73,,0.27,0.078928823,0.04298802,,,csv
5568LenaL BlackburneBlackburneSS5568???,1807,162,151,54,26,0.214,0.082275267,0.076688674,0.040629761,0.675,csv
5568JoeJ KnightKnightLF5568???,505,38,33,17,,0.309,0.069981584,0.060773481,,,csv
5568GeneG BeardenBeardenP5568???,288,14,42,0,0,0.236,0.046357616,0.139072848,0,,csv
5568EdE BeatinBeatinP5568???,388,32,90,3,,0.144,0.076190476,0.214285714,,,csv
5568FredF KommersKommersCF5568???,441,41,72,8,,0.272,0.085062241,0.149377593,,,csv
5568RickyR AdamsAdams2B5568???,247,10,37,3,2,0.215,0.038910506,0.143968872,0.019455253,0.6,csv
5568BeauB AllredAllredRF5568???,165,29,48,2,2,0.23,0.149484536,0.24742268,0.020618557,0.5,csv
5568KevinK KoslofskiKoslofskiCF5568???,205,22,41,2,2,0.244,0.0969163,0.18061674,0.017621145,0.5,csv
5568EdE ArmbristerArmbristerLF5568???,265,24,71,15,10,0.245,0.083044983,0.24567474,0.08650519,0.6,csv
5568JackJ KralickKralickP5568???,382,16,114,0,0,0.162,0.040201005,0.286432161,0,,csv
5568EdE HearnHearnC5568???,171,16,22,0,1,0.263,0.085561497,0.117647059,0.005347594,0,csv
5568JoeJ DelahantyDelahantyLF5568???,932,74,,24,,0.238,0.073558648,,,,csv
5568BillB KriegKriegC5568???,535,23,19,4,,0.237,0.041218638,0.034050179,,,csv
5568MartyM KrugKrug3B5568???,489,48,43,9,9,0.278,0.089385475,0.080074488,0.033519553,0.5,csv
5568ElmerE ClevelandCleveland3B5568???,298,24,33,8,,0.255,0.074534161,0.102484472,,,csv
5568BillB HawesHawesRF5568???,504,7,13,,,0.254,0.01369863,0.025440313,,,csv
5568JoeJ KutinaKutina1B5568???,306,15,,2,,0.222,0.046728972,,,,csv
5568JimJ ClintonClintonCF5568???,1490,82,13,3,,0.264,0.05216285,0.00826972,,,csv
5568GeneG HassonHasson1B5568???,167,25,21,0,0,0.293,0.130208333,0.109375,0,,csv
5568TommyT DeanDeanSS5568???,529,42,105,3,3,0.18,0.073555166,0.183887916,0.010507881,0.5,csv
5568GeneG LamontLamontC5568???,159,9,35,1,0,0.233,0.053571429,0.208333333,0.005952381,1,csv
5568DannyD ClyburnClyburnLF5568???,109,8,33,0,0,0.211,0.068376068,0.282051282,0,,csv
5568RafaelR LandestoyLandestoy2B5568???,1230,100,123,54,24,0.237,0.07518797,0.092481203,0.058646617,0.692307692,csv
5568JockoJ FlynnFlynnP5568???,205,18,45,9,,0.2,0.080717489,0.201793722,,,csv
5568ChappyC LaneLane1B5568???,429,7,,,,0.203,0.016055046,,,,csv
5568JoeJ FlynnFlynnRF5568???,240,13,,,,0.246,0.051383399,,,,csv
5568BillB HartHartP5568???,748,17,49,18,,0.207,0.022222222,0.064052288,,,csv
5568MikeM HartHartCF5568???,105,7,21,1,5,0.162,0.0625,0.1875,0.053571429,0.166666667,csv
5568LarryL BurrightBurright2B5568???,356,29,92,5,3,0.205,0.075324675,0.238961039,0.020779221,0.625,csv
5568GeorgeG BarclayBarclayLF5568???,1538,62,,61,,0.248,0.03875,,,,csv
5568SteveS BradyBradyRF5568???,1817,92,,16,,0.264,0.048192771,,,,csv
5568DickD BurnsBurnsCF5568???,544,10,30,,,0.267,0.018050542,0.054151625,,,csv
5568TerryT HarmonHarmon2B5568???,1125,117,175,17,11,0.233,0.094202899,0.140901771,0.022544283,0.607142857,csv
5568CharlieC HargreavesHargreavesC5568???,1188,77,49,6,2,0.27,0.060869565,0.038735178,0.006324111,0.75,csv
5568JackJ LearyLearySS5568???,538,10,1,,,0.232,0.018248175,0.001824818,,,csv
5568AlA BrancatoBrancatoSS5568???,930,96,92,5,6,0.214,0.093567251,0.089668616,0.010721248,0.454545455,csv
5568MelM HarderHarderP5568???,1203,39,369,2,0,0.165,0.031400966,0.297101449,0.001610306,1,csv
5568ThorntonT LeeLeeP5568???,835,27,208,0,0,0.2,0.031322506,0.241299304,0,,csv
5568WyattW LeeLeeRF5568???,763,58,,13,,0.242,0.070645554,,,,csv
5568JedJ HansenHansen2B5568???,176,23,64,3,3,0.256,0.115577889,0.32160804,0.030150754,0.5,csv
5568JayJ HankinsHankinsCF5568???,207,8,20,2,1,0.184,0.037209302,0.093023256,0.013953488,0.666666667,csv
5568JoeJ ColemanColemanP5568???,363,22,133,1,0,0.182,0.057142857,0.345454545,0.002597403,1,csv
5568DennyD LemasterLemasterP5568???,552,32,192,0,0,0.13,0.054794521,0.328767123,0,,csv
5568ChrisC HammondHammondP5568???,238,28,96,0,0,0.202,0.105263158,0.360902256,0,,csv
5568JoeyJ HamiltonHamiltonP5568???,339,8,167,0,0,0.127,0.023054755,0.481268012,0,,csv
5568RandyR LerchLerchP5568???,267,19,44,0,1,0.206,0.066433566,0.153846154,0.003496503,0,csv
5568EdE LevyLevyLF5568???,195,10,24,2,1,0.215,0.048780488,0.117073171,0.014634146,0.666666667,csv
5568FredF LewisLewisCF5568???,1318,60,28,8,,0.296,0.043541364,0.020319303,,,csv
5568PhilP LewisLewisSS5568???,1775,95,,55,,0.242,0.050802139,,,,csv
5568DickD HallHallP5568???,714,61,147,6,2,0.21,0.078709677,0.189677419,0.010322581,0.75,csv
5568HanleyH FriasFriasSS5568???,311,47,45,6,5,0.232,0.131284916,0.125698324,0.030726257,0.545454545,csv
5568PhilP CollinsCollinsP5568???,482,12,71,0,0,0.193,0.024291498,0.143724696,0,,csv
5568EmilE FriskFriskRF5568???,506,48,,7,,0.267,0.086642599,,,,csv
5568JackJ DaltonDaltonCF5568???,1163,129,112,52,,0.286,0.099845201,0.086687307,,,csv
5568ErnieE BurchBurchLF5568???,768,73,24,31,,0.26,0.086801427,0.028537455,,,csv
5568HarveyH HaddixHaddixP5568???,798,46,162,4,0,0.212,0.05450237,0.191943128,0.004739336,1,csv
5568AlA BurchBurchCF5568???,2185,186,52,96,,0.254,0.078447912,0.021931674,,,csv
5568RonR LolichLolichRF5568???,228,11,49,0,2,0.211,0.046025105,0.205020921,0.008368201,0,csv
5568JackieJ GutierrezGutierrezSS5568???,957,33,123,25,9,0.237,0.033333333,0.124242424,0.034343434,0.735294118,csv
5568TedT BreitensteinBreitensteinP5568???,1347,150,102,30,,0.216,0.100200401,0.068136273,,,csv
5568JimJ BullingerBullingerP5568???,165,13,57,1,0,0.188,0.073033708,0.320224719,0.005617978,1,csv
5568FrankF ConnaughtonConnaughtonSS5568???,530,44,15,26,,0.283,0.076655052,0.026132404,,,csv
5568TomT LovettLovettP5568???,574,29,88,12,,0.185,0.048092869,0.145936982,,,csv
5568JoeJ LovittoLovittoCF5568???,763,80,113,22,21,0.216,0.09489917,0.134045077,0.051008304,0.511627907,csv
5568MyronM AllenAllenLF5568???,606,45,3,30,,0.259,0.069124424,0.004608295,,,csv
5568JeffJ GrotewoldGrotewoldDH5568???,101,18,23,0,0,0.228,0.151260504,0.193277311,0,,csv
5568BillB CunninghamCunningham2B5568???,432,34,,16,,0.208,0.072961373,,,,csv
5568FrankF BakerBakerLF5568???,353,26,68,3,4,0.232,0.068601583,0.179419525,0.018469657,0.428571429,csv
5568JackJ CummingsCummingsC5568???,132,12,18,0,,0.341,0.083333333,0.125,,,csv
5568MyronM GrimshawGrimshaw1B5568???,894,60,,15,,0.256,0.062893082,,,,csv
5568BertB GriffithGriffithRF5568???,581,18,28,6,9,0.299,0.030050083,0.046744574,0.025041736,0.4,csv
5568RubeR LutzkeLutzke3B5568???,1876,179,196,23,14,0.249,0.087104623,0.095377129,0.018004866,0.621621622,csv
5568RonR GardenhireGardenhireSS5568???,710,46,122,13,9,0.232,0.060846561,0.161375661,0.029100529,0.590909091,csv
5568GidG GardnerGardnerRF5568???,765,69,16,7,0,0.233,0.082733813,0.019184652,0.008393285,1,csv
5568AlA CuccinelloCuccinello2B5568???,165,1,20,0,,0.248,0.006024096,0.120481928,,,csv
5568TommyT GreeneGreeneP5568???,213,12,59,0,0,0.221,0.053333333,0.262222222,0,,csv
5568JohnnyJ AllenAllenP5568???,716,33,155,1,0,0.173,0.044058745,0.20694259,0.001335113,1,csv
5568NealN BallBallSS5568???,1613,99,13,92,,0.25,0.057827103,0.007593458,,,csv
5568EliE GrbaGrbaP5568???,160,14,42,0,0,0.219,0.08045977,0.24137931,0,,csv
5568JackJ CoombsCoombsP5568???,1110,59,44,21,2,0.235,0.050470488,0.037639008,0.019674936,0.913043478,csv
5568JimmyJ CooneyCooneySS5568???,1302,148,48,77,,0.242,0.102068966,0.033103448,,,csv
5568JoeJ MagraneMagraneP5568???,280,13,99,0,0,0.139,0.044368601,0.337883959,0,,csv
5568RoyR MahaffeyMahaffeyP5568???,396,14,139,0,0,0.184,0.034146341,0.33902439,0,,csv
5568ClaudeC CooperCooperLF5568???,1089,119,163,60,,0.26,0.098509934,0.134933775,,,csv
5568JimJ MahoneyMahoneySS5568???,210,11,47,1,2,0.229,0.049773756,0.212669683,0.013574661,0.333333333,csv
5568JamieJ AllenAllen3B5568???,273,33,52,6,5,0.223,0.107843137,0.169934641,0.035947712,0.545454545,csv
5568JoseJ MalaveMalaveRF5568???,106,2,27,0,0,0.226,0.018518519,0.25,0,,csv
5568FreddieF BenavidesBenavidesSS5568???,534,20,91,4,3,0.253,0.036101083,0.164259928,0.012635379,0.571428571,csv
5568JimJ GottGottP5568???,73,1,41,0,1,0.178,0.013513514,0.554054054,0.013513514,0,csv
5568CharlieC ManuelManuelLF5568???,384,40,77,1,0,0.198,0.094339623,0.181603774,0.002358491,1,csv
5568OscarO BrownBrownRF5568???,316,17,55,0,4,0.244,0.051051051,0.165165165,0.012012012,0,csv
5568FrankF CrespiCrespi2B5568???,911,90,102,8,,0.263,0.08991009,0.101898102,,,csv
5568JuanJ MarichalMarichalP5568???,1221,38,269,2,5,0.165,0.030182685,0.213661636,0.005559968,0.285714286,csv
5568PatP CorralesCorralesC5568???,767,75,167,1,1,0.216,0.089073634,0.198337292,0.002375297,0.5,csv
5568GlenG GorbousGorbousRF5568???,277,25,19,0,3,0.238,0.082781457,0.062913907,0.009933775,0,csv
5568LloydL BrownBrownP5568???,552,38,140,1,1,0.192,0.06440678,0.237288136,0.003389831,0.5,csv
5568WilliamW MarriottMarriott3B5568???,826,57,55,16,10,0.266,0.064552661,0.062287656,0.029445074,0.615384615,csv
5568JulioJ GonzalezGonzalez2B5568???,969,36,132,13,6,0.235,0.035820896,0.131343284,0.018905473,0.684210526,csv
5568DennyD GonzalezGonzalez3B5568???,262,27,64,3,5,0.206,0.093425606,0.221453287,0.027681661,0.375,csv
5568HooksH CotterCotter1B5568???,311,36,31,3,5,0.264,0.103746398,0.089337176,0.023054755,0.375,csv
5568TomT MatchickMatchickSS5568???,826,39,148,6,6,0.215,0.045086705,0.171098266,0.013872832,0.5,csv
5568VernV DuncanDuncanCF5568???,1100,121,98,32,,0.279,0.099099099,0.08026208,,,csv
5568JohnJ. MilesMilesX5568???,161,15,,1,,0.242,0.085227273,,,,csv
5568JohnieJ. ScottScottX5568???,744,62,,30,,0.263,0.076923077,,,,csv
5568JohnieJ. WatsonWatsonX5568???,553,43,,15,,0.246,0.072147651,,,,csv
5568RyderR JonesJonesP5568???,158,10,57,1,0,0.184,0.05952381,0.339285714,0.005952381,1,csv
5568JoshJ AndersonAndersonCF5568???,486,26,82,36,7,0.272,0.05078125,0.16015625,0.083984375,0.837209302,csv
5568BobB. MillerMillerX5568???,997,94,,12,,0.26,0.086159487,,,,csv
5568OttoO KempKemp1B5568???,145,8,49,1,2,0.228,0.052287582,0.320261438,0.019607843,0.333333333,csv
5568GranvilleG. LyonsLyonsX5568???,462,26,,3,,0.258,0.053278689,,,,csv
5568RobertoR. CamposCamposX5568???,243,24,,4,,0.284,0.08988764,,,,csv
5568MaxM RamirezRamirezC5568???,115,18,37,0,0,0.217,0.135338346,0.278195489,0,,csv
5568JustinJ WilliamsWilliamsRF5568???,125,18,48,0,1,0.16,0.125874126,0.335664336,0.006993007,0,csv
5568LuisL GonzalezGonz?lezRF5568???,320,33,78,10,2,0.25,0.093484419,0.220963173,0.033994334,0.833333333,csv
5568JasonJ RogersRogers1B5568???,186,23,44,0,0,0.258,0.110047847,0.210526316,0,,csv
5568ObieO. LackeyLackeyX5568???,564,30,,7,,0.282,0.050505051,,,,csv
5568AJA ReedReed1B5568???,175,22,71,0,0,0.149,0.111675127,0.360406091,0,,csv
5568MattM McBrideMcBrideRF5568???,194,4,43,0,0,0.201,0.02020202,0.217171717,0,,csv
5568MatM LatosLatosP5568???,327,6,148,0,0,0.131,0.018018018,0.444444444,0,,csv
5568CaseyC. JonesJonesX5568???,246,18,,2,,0.236,0.068181818,,,,csv
5568JoseJ. PerezPerezX5568???,1015,134,,11,,0.254,0.116623151,,,,csv
5568WillieW. SpearmanSpearmanX5568???,162,10,,2,,0.253,0.058139535,,,,csv
5568RedR. LongleyLongleyX5568???,747,89,,12,,0.234,0.10645933,,,,csv
5568ColbyC ThomasThomasRF5568???,64,4,30,2,0,0.25,0.058823529,0.441176471,0.029411765,1,csv
5568TylerT HeinemanHeinemanC5568???,382,34,67,5,0,0.246,0.081730769,0.161057692,0.012019231,1,csv
5568StephenS StrasburgStrasburgP5568???,440,24,153,0,0,0.152,0.051724138,0.329741379,0,,csv
5568HalleyH. HardingHardingX5568???,1478,157,,59,,0.297,0.096024465,,,,csv
5568RogelioR. LinaresLinaresX5568???,604,49,,6,,0.252,0.075038285,,,,csv
5568ClydeC. NelsonNelsonX5568???,404,34,,3,,0.252,0.077625571,,,,csv
5568AlbertoA GonzalezGonzalez2B5568???,950,45,130,2,5,0.239,0.045226131,0.130653266,0.007035176,0.285714286,csv
5568ZachZ DezenzoDezenzoLF5568???,160,14,59,1,0,0.244,0.08045977,0.33908046,0.005747126,1,csv
5568LemuelL. HawkinsHawkinsX5568???,2015,157,,56,,0.274,0.07228361,,,,csv
5568TimT ElkoElko1B5568???,62,5,28,1,0,0.145,0.074626866,0.417910448,0.014925373,1,csv
5568MaxM SchrockSchrock2B5568???,168,9,36,1,1,0.256,0.050847458,0.203389831,0.011299435,0.5,csv
5568LukenL BakerBaker1B5568???,160,27,52,1,0,0.206,0.144385027,0.278074866,0.005347594,1,csv
5568PorterP. DallasDallasX5568???,326,17,,6,,0.301,0.049562682,,,,csv
5568IsaacI. LaneLaneX5568???,505,43,,23,,0.273,0.078467153,,,,csv
5568EdgarE QueroQueroC5568???,272,25,51,0,1,0.283,0.084175084,0.171717172,0.003367003,0,csv
5568WarmingW BernabelBernabel3B5568???,102,4,17,0,1,0.275,0.037735849,0.160377358,0.009433962,0,csv
5568JakeJ ElmoreElmoreSS5568???,465,50,80,4,11,0.215,0.097087379,0.155339806,0.029126214,0.266666667,csv
5568GriffinG ConineConineLF5568???,146,13,47,0,1,0.274,0.081761006,0.295597484,0.006289308,0,csv
5568MasonM WilliamsWilliamsCF5568???,268,17,70,4,4,0.265,0.059649123,0.245614035,0.028070175,0.5,csv
5568JoshJ BellBell3B5568???,272,10,92,0,1,0.195,0.035460993,0.326241135,0.003546099,0,csv
5568DarinD MastroianniMastroianniRF5568???,282,24,83,25,4,0.206,0.078431373,0.27124183,0.094771242,0.862068966,csv
5568SeanS HaltonHalton1B5568???,101,5,31,0,0,0.238,0.047169811,0.29245283,0,,csv
5568JackJ. JohnsonJohnsonX5568???,77,6,,0,,0.26,0.072289157,,,,csv
5568ToussaintT. AllenAllenX5568???,318,16,,4,,0.189,0.047904192,,,,csv
5568BillB FosterFosterP5568???,573,34,,1,,0.218,0.05601318,,,,csv
5568NikoN KavadasKavadasOF5568???,107,12,48,1,0,0.178,0.100840336,0.403361345,0.008403361,1,csv
5568RyanR KalishKalishCF5568???,387,27,92,16,5,0.245,0.065217391,0.222222222,0.050724638,0.761904762,csv
5568KelvinK Guti?rrezGuti?rrez3B5568???,382,31,114,2,1,0.228,0.075060533,0.276029056,0.007263923,0.666666667,csv
5568StefenS RomeroRomeroOF5568???,215,8,58,0,4,0.195,0.035874439,0.260089686,0.01793722,0,csv
5568C?sarC PuelloPuelloRF5568???,167,16,52,2,0,0.246,0.087431694,0.284153005,0.010928962,1,csv
5568BrianB O'GradyO'GradyRF5568???,98,12,35,1,0,0.184,0.109090909,0.318181818,0.009090909,1,csv
5568TrevorT CroweCroweCF5568???,818,60,160,35,8,0.24,0.06833713,0.182232346,0.048974943,0.813953488,csv
5568MichaelM HermosilloHermosilloCF5568???,198,17,76,4,1,0.167,0.079069767,0.353488372,0.023255814,0.8,csv
5568AndyA. LoveLoveX5568???,220,10,,5,,0.195,0.043478261,,,,csv
5568GerardG. WilliamsWilliamsX5568???,736,79,,25,,0.277,0.096932515,,,,csv
5568EugeneE. SmithSmithX5568???,204,17,,0,,0.186,0.076923077,,,,csv
5568CleoC. SmithSmithX5568???,344,34,,16,,0.282,0.08994709,,,,csv
5568ErnestE. DuffDuffX5568???,484,25,,17,,0.331,0.049115914,,,,csv
5568ArchieA. WareWareX5568???,696,52,,14,,0.287,0.069518717,,,,csv
5568ChrisC CarterCarterLF5568???,190,14,26,1,2,0.263,0.068627451,0.12745098,0.014705882,0.333333333,csv
5568TullieT. McAdooMcAdooX5568???,806,72,,21,,0.233,0.082004556,,,,csv
5568CoolC. TurnerTurnerX5568???,906,71,,12,,0.257,0.072671443,,,,csv
5568LeslieL. GreenGreenX5568???,330,59,1,28,,0.273,0.151670951,0.002570694,,,csv
5568KyleK TeelTeelC5568???,163,21,44,2,1,0.294,0.114130435,0.239130435,0.016304348,0.666666667,csv
5568FrankF. McAllisterMcAllisterX5568???,150,4,0,3,,0.18,0.025974026,0,,,csv
5568WillieW. GrayGrayX5568???,512,59,,23,,0.271,0.103327496,,,,csv
5568Andr?sA ChaparroChaparro1B5568???,142,10,31,1,1,0.211,0.065789474,0.203947368,0.013157895,0.5,csv
5568AllenA C?rdobaC?rdobaLF5568???,202,18,54,2,2,0.208,0.081818182,0.245454545,0.018181818,0.5,csv
5568CharlieC. BiotBiotX5568???,366,34,0,11,,0.281,0.085,0,,,csv
5568BootsB. McClainMcClainX5568???,446,36,,10,,0.222,0.074688797,,,,csv
5568LeroyL. GrantGrantX5568???,813,50,,14,,0.234,0.057937428,,,,csv
5568JulioJ. RojoRojoX5568???,941,70,,60,,0.278,0.069238378,,,,csv
5568TylerT LocklearLocklear1B5568???,114,9,49,3,1,0.175,0.073170732,0.398373984,0.032520325,0.75,csv
5568RayR. DandridgeDandridge3B5568???,940,59,,20,,0.317,0.059059059,,,,csv
5568DrewD SuttonSutton2B5568???,281,19,88,0,3,0.256,0.063333333,0.293333333,0.01,0,csv
5568TonyT SanchezSanchezC5568???,144,7,46,0,0,0.257,0.046357616,0.304635762,0,,csv
5568ArchieA. BrathwaiteBrathwaiteX5568???,385,39,,9,,0.268,0.091981132,,,,csv
5568GustavoG CamperoCamperoRF5568???,104,5,22,7,1,0.202,0.04587156,0.201834862,0.073394495,0.875,csv
5568BruceB. PetwayPetwayX5568???,632,56,,18,,0.266,0.081395349,,,,csv
5568JohnJ RaveRaveRF5568???,136,16,40,7,2,0.199,0.105263158,0.263157895,0.059210526,0.777777778,csv
5568L.J.L HoesHoesRF5568???,308,23,69,7,1,0.237,0.069486405,0.208459215,0.024169184,0.875,csv
5568RussellR MitchellMitchell3B5568???,93,7,18,0,0,0.151,0.07,0.18,0,,csv
5568NickN MadrigalMadrigal3B5568???,868,43,85,17,6,0.274,0.047200878,0.093304061,0.025246981,0.739130435,csv
5568SlimS. JonesJonesX5568???,251,15,,0,,0.219,0.056390977,,,,csv
5568MarceloM MayerMayer3B5568???,127,8,41,0,2,0.228,0.059259259,0.303703704,0.014814815,0,csv
5568JemileJ WeeksWeeks2B5568???,955,78,155,41,16,0.254,0.075508228,0.150048403,0.05517909,0.719298246,csv
5568GrantG GreenGreen2B5568???,330,17,88,1,5,0.248,0.048991354,0.253602305,0.017291066,0.166666667,csv
